place_name;yr;period;index_nsa
Colorado;2002;4;31295
Colorado;2003;1;31385
Colorado;2003;2;31519
Colorado;2003;3;31663
Colorado;2003;4;32024
Colorado;2004;1;32269
Colorado;2004;2;32513
Colorado;2004;3;32969
Colorado;2004;4;33286
Colorado;2005;1;33640
Colorado;2005;2;34135
Colorado;2005;3;34666
Colorado;2005;4;35010
Colorado;2006;1;35116
Colorado;2006;2;35296
Colorado;2006;3;35452
Colorado;2006;4;35785
Colorado;2007;1;35875
Colorado;2007;2;35965
Colorado;2007;3;35740
Colorado;2007;4;35830
Colorado;2008;1;36019
Colorado;2008;2;35804
Colorado;2008;3;35095
Colorado;2008;4;35201
Colorado;2009;1;35853
Colorado;2009;2;35268
Colorado;2009;3;34435
Colorado;2009;4;34342
Colorado;2010;1;33950
Colorado;2010;2;33559
Colorado;2010;3;33975
Colorado;2010;4;33825
Colorado;2011;1;32974
Colorado;2011;2;32379
Colorado;2011;3;32714
Colorado;2011;4;33005
Colorado;2012;1;32829
Colorado;2012;2;32916
Colorado;2012;3;33452
Colorado;2012;4;33761
Colorado;2013;1;34170
Colorado;2013;2;34867
Colorado;2013;3;35708
Colorado;2013;4;36006
Colorado;2014;1;36512
Colorado;2014;2;37766
Colorado;2014;3;38600
Colorado;2014;4;39172
Colorado;2015;1;39923
Colorado;2015;2;41576
Colorado;2015;3;43072
Colorado;2015;4;43673
Colorado;2016;1;44453
Colorado;2016;2;46019
Colorado;2016;3;47258
Colorado;2016;4;47946
Colorado;2017;1;48756
Colorado;2017;2;50460
Colorado;2017;3;51275
Colorado;2017;4;51972
Colorado;2018;1;53366
Colorado;2018;2;54732
Colorado;2018;3;55571
Colorado;2018;4;55736
Colorado;2019;1;56504
Colorado;2019;2;57395
Colorado;2019;3;57925
Colorado;2019;4;58405
Colorado;2020;1;59040
Colorado;2020;2;59736
Colorado;2020;3;60680
Colorado;2020;4;61924
Colorado;2021;1;63586
Colorado;2021;2;68164
Colorado;2021;3;72202
Colorado;2021;4;74253
Colorado;2022;1;77326
Colorado;2022;2;83250
Colorado;2022;3;82370
Colorado;2022;4;80726
Colorado;2023;1;80778
Colorado;2023;2;82942
Colorado;2023;3;83473
Colorado;2023;4;82729
Colorado;2024;1;83737
Colorado;2024;2;85345
Colorado;2024;3;85598
Connecticut;1975;1;6239
Connecticut;1975;2;6259
Connecticut;1975;3;6182
Connecticut;1975;4;6177
Connecticut;1976;1;6475
Connecticut;1976;2;6398
Connecticut;1976;3;6725
Connecticut;1976;4;6788
Connecticut;1977;1;6398
Connecticut;1977;2;6864
Connecticut;1977;3;7144
Connecticut;1977;4;7219
Connecticut;1978;1;7374
Connecticut;1978;2;7953
Connecticut;1978;3;8687
Connecticut;1978;4;8796
Connecticut;1979;1;9538
Connecticut;1979;2;9751
Connecticut;1979;3;10042
Connecticut;1979;4;10172
Connecticut;1980;1;10000
Connecticut;1980;2;10194
Connecticut;1980;3;10375
Connecticut;1980;4;10468
Connecticut;1981;1;10432
Connecticut;1981;2;10960
Connecticut;1981;3;11427
Connecticut;1981;4;11132
Connecticut;1982;1;11166
Connecticut;1982;2;11207
Connecticut;1982;3;11095
Connecticut;1982;4;11284
Connecticut;1983;1;11859
Connecticut;1983;2;12093
Connecticut;1983;3;12236
Connecticut;1983;4;12610
Connecticut;1984;1;13091
Connecticut;1984;2;13433
Connecticut;1984;3;14012
Connecticut;1984;4;14164
Connecticut;1985;1;14823
Connecticut;1985;2;15531
Connecticut;1985;3;15990
Connecticut;1985;4;16863
Connecticut;1986;1;17437
Connecticut;1986;2;18518
Connecticut;1986;3;19915
Connecticut;1986;4;21245
Connecticut;1987;1;22468
Connecticut;1987;2;23708
Connecticut;1987;3;24990
Connecticut;1987;4;25731
Connecticut;1988;1;26309
Connecticut;1988;2;26729
Connecticut;1988;3;26559
Connecticut;1988;4;26602
Connecticut;1989;1;26129
Connecticut;1989;2;26123
Connecticut;1989;3;26207
Connecticut;1989;4;26102
Connecticut;1990;1;25712
Connecticut;1990;2;24932
Connecticut;1990;3;24679
Connecticut;1990;4;24004
Connecticut;1991;1;23962
Connecticut;1991;2;23624
Connecticut;1991;3;23353
Connecticut;1991;4;23582
Connecticut;1992;1;23683
Connecticut;1992;2;23215
Connecticut;1992;3;23298
Connecticut;1992;4;23279
Connecticut;1993;1;22918
Connecticut;1993;2;22980
Connecticut;1993;3;22976
Connecticut;1993;4;23038
Connecticut;1994;1;22841
Connecticut;1994;2;22324
Connecticut;1994;3;22028
Connecticut;1994;4;21753
Connecticut;1995;1;21628
Connecticut;1995;2;21911
Connecticut;1995;3;22443
Connecticut;1995;4;22465
Connecticut;1996;1;22760
Connecticut;1996;2;22474
Connecticut;1996;3;22146
Connecticut;1996;4;22283
Connecticut;1997;1;22414
Connecticut;1997;2;22519
Connecticut;1997;3;22775
Connecticut;1997;4;23004
Connecticut;1998;1;23556
Connecticut;1998;2;23565
Connecticut;1998;3;23913
Connecticut;1998;4;24222
Connecticut;1999;1;24550
Connecticut;1999;2;24846
Connecticut;1999;3;25327
Connecticut;1999;4;25634
Connecticut;2000;1;26108
Connecticut;2000;2;26818
Connecticut;2000;3;27395
Connecticut;2000;4;27771
Connecticut;2001;1;28459
Connecticut;2001;2;29069
Connecticut;2001;3;29784
Connecticut;2001;4;30302
Connecticut;2002;1;30949
Connecticut;2002;2;31833
Connecticut;2002;3;32702
Connecticut;2002;4;33390
Connecticut;2003;1;33812
Connecticut;2003;2;34369
Connecticut;2003;3;35190
Connecticut;2003;4;36475
Connecticut;2004;1;37106
Connecticut;2004;2;38313
Connecticut;2004;3;40263
Connecticut;2004;4;41033
Connecticut;2005;1;42077
Connecticut;2005;2;43492
Connecticut;2005;3;44693
Connecticut;2005;4;45591
Connecticut;2006;1;46183
Connecticut;2006;2;46413
Connecticut;2006;3;46462
Connecticut;2006;4;46738
Connecticut;2007;1;47044
Connecticut;2007;2;46679
Connecticut;2007;3;46297
Connecticut;2007;4;46229
Connecticut;2008;1;46174
Connecticut;2008;2;45088
Connecticut;2008;3;43695
Connecticut;2008;4;43328
Connecticut;2009;1;43666
Connecticut;2009;2;42254
Connecticut;2009;3;41183
Connecticut;2009;4;41052
Connecticut;2010;1;40570
Connecticut;2010;2;40129
Connecticut;2010;3;40579
Connecticut;2010;4;40642
Connecticut;2011;1;39603
Connecticut;2011;2;38865
Connecticut;2011;3;38979
Connecticut;2011;4;39286
Connecticut;2012;1;38630
Connecticut;2012;2;38232
Connecticut;2012;3;38334
Connecticut;2012;4;38463
Connecticut;2013;1;38283
Connecticut;2013;2;38108
Connecticut;2013;3;38061
Connecticut;2013;4;37741
Connecticut;2014;1;37612
Connecticut;2014;2;37910
Connecticut;2014;3;38165
Connecticut;2014;4;38129
Connecticut;2015;1;38615
Connecticut;2015;2;38735
Connecticut;2015;3;38508
Connecticut;2015;4;38438
Connecticut;2016;1;38475
Connecticut;2016;2;38655
Connecticut;2016;3;38995
Connecticut;2016;4;39019
Connecticut;2017;1;38480
Connecticut;2017;2;39020
Connecticut;2017;3;39251
Connecticut;2017;4;39249
Connecticut;2018;1;39086
Connecticut;2018;2;39375
Connecticut;2018;3;39742
Connecticut;2018;4;39534
Connecticut;2019;1;39752
Connecticut;2019;2;40382
Connecticut;2019;3;40836
Connecticut;2019;4;41088
Connecticut;2020;1;41239
Connecticut;2020;2;41670
Connecticut;2020;3;42593
Connecticut;2020;4;43751
Connecticut;2021;1;44902
Connecticut;2021;2;47201
Connecticut;2021;3;49771
Connecticut;2021;4;50797
Connecticut;2022;1;52178
Connecticut;2022;2;55303
Connecticut;2022;3;56380
Connecticut;2022;4;56182
Connecticut;2023;1;56996
Connecticut;2023;2;59943
Connecticut;2023;3;61183
Connecticut;2023;4;62136
Connecticut;2024;1;62369
Connecticut;2024;2;65312
Connecticut;2024;3;66541
District of Columbia;1975;1;4780
District of Columbia;1975;2;4699
District of Columbia;1975;3;4708
District of Columbia;1975;4;5435
District of Columbia;1976;1;5303
District of Columbia;1976;2;5288
District of Columbia;1976;3;5911
District of Columbia;1976;4;5777
District of Columbia;1977;1;5954
District of Columbia;1977;2;6396
District of Columbia;1977;3;6657
District of Columbia;1977;4;7211
District of Columbia;1978;1;6871
District of Columbia;1978;2;7782
District of Columbia;1978;3;8141
District of Columbia;1978;4;8068
District of Columbia;1979;1;8948
District of Columbia;1979;2;8858
District of Columbia;1979;3;9231
District of Columbia;1979;4;9854
District of Columbia;1980;1;10000
District of Columbia;1980;2;9606
District of Columbia;1980;3;9887
District of Columbia;1980;4;10181
District of Columbia;1981;1;9172
District of Columbia;1981;2;10603
District of Columbia;1981;3;9562
District of Columbia;1981;4;10317
District of Columbia;1982;1;7667
District of Columbia;1982;2;10289
District of Columbia;1982;3;8150
District of Columbia;1982;4;10146
District of Columbia;1983;1;9550
District of Columbia;1983;2;9737
District of Columbia;1983;3;10252
District of Columbia;1983;4;10066
District of Columbia;1984;1;10229
District of Columbia;1984;2;10414
District of Columbia;1984;3;10635
District of Columbia;1984;4;10854
District of Columbia;1985;1;10794
District of Columbia;1985;2;11111
District of Columbia;1985;3;11212
District of Columbia;1985;4;11451
District of Columbia;1986;1;11444
District of Columbia;1986;2;11997
District of Columbia;1986;3;12329
District of Columbia;1986;4;12840
District of Columbia;1987;1;13328
District of Columbia;1987;2;13654
District of Columbia;1987;3;14096
District of Columbia;1987;4;14701
District of Columbia;1988;1;15516
District of Columbia;1988;2;16250
District of Columbia;1988;3;16569
District of Columbia;1988;4;17069
District of Columbia;1989;1;18029
District of Columbia;1989;2;18209
District of Columbia;1989;3;18398
District of Columbia;1989;4;18773
District of Columbia;1990;1;19310
District of Columbia;1990;2;19296
District of Columbia;1990;3;18817
District of Columbia;1990;4;18882
District of Columbia;1991;1;19095
District of Columbia;1991;2;19237
District of Columbia;1991;3;19038
District of Columbia;1991;4;19397
District of Columbia;1992;1;19685
District of Columbia;1992;2;19675
District of Columbia;1992;3;19632
District of Columbia;1992;4;19491
District of Columbia;1993;1;19382
District of Columbia;1993;2;19439
District of Columbia;1993;3;19520
District of Columbia;1993;4;19571
District of Columbia;1994;1;19702
District of Columbia;1994;2;19002
District of Columbia;1994;3;18987
District of Columbia;1994;4;18206
District of Columbia;1995;1;18509
District of Columbia;1995;2;18448
District of Columbia;1995;3;18951
District of Columbia;1995;4;19246
District of Columbia;1996;1;19505
District of Columbia;1996;2;19134
District of Columbia;1996;3;18892
District of Columbia;1996;4;19021
District of Columbia;1997;1;19030
District of Columbia;1997;2;19207
District of Columbia;1997;3;19006
District of Columbia;1997;4;19049
District of Columbia;1998;1;19804
District of Columbia;1998;2;19929
District of Columbia;1998;3;20053
District of Columbia;1998;4;20650
District of Columbia;1999;1;20842
District of Columbia;1999;2;21304
District of Columbia;1999;3;21948
District of Columbia;1999;4;22548
District of Columbia;2000;1;23554
District of Columbia;2000;2;24416
District of Columbia;2000;3;25173
District of Columbia;2000;4;25629
District of Columbia;2001;1;26723
District of Columbia;2001;2;27956
District of Columbia;2001;3;29123
District of Columbia;2001;4;30002
District of Columbia;2002;1;30941
District of Columbia;2002;2;32071
District of Columbia;2002;3;33562
District of Columbia;2002;4;34556
District of Columbia;2003;1;35345
District of Columbia;2003;2;36022
District of Columbia;2003;3;37165
District of Columbia;2003;4;39123
District of Columbia;2004;1;40646
District of Columbia;2004;2;42680
District of Columbia;2004;3;45649
District of Columbia;2004;4;48078
District of Columbia;2005;1;50308
District of Columbia;2005;2;53223
District of Columbia;2005;3;56405
District of Columbia;2005;4;59258
District of Columbia;2006;1;60212
District of Columbia;2006;2;60953
District of Columbia;2006;3;61516
District of Columbia;2006;4;62605
District of Columbia;2007;1;63137
District of Columbia;2007;2;63094
District of Columbia;2007;3;63242
District of Columbia;2007;4;62536
District of Columbia;2008;1;61271
District of Columbia;2008;2;59695
District of Columbia;2008;3;58325
District of Columbia;2008;4;57644
District of Columbia;2009;1;57865
District of Columbia;2009;2;56143
District of Columbia;2009;3;55647
District of Columbia;2009;4;56398
District of Columbia;2010;1;55745
District of Columbia;2010;2;56012
District of Columbia;2010;3;56894
District of Columbia;2010;4;56842
District of Columbia;2011;1;56080
District of Columbia;2011;2;56910
District of Columbia;2011;3;57120
District of Columbia;2011;4;57773
District of Columbia;2012;1;58159
District of Columbia;2012;2;58528
District of Columbia;2012;3;59524
District of Columbia;2012;4;60646
District of Columbia;2013;1;61628
District of Columbia;2013;2;63448
District of Columbia;2013;3;65496
District of Columbia;2013;4;65799
District of Columbia;2014;1;67235
District of Columbia;2014;2;68849
District of Columbia;2014;3;69556
District of Columbia;2014;4;71134
District of Columbia;2015;1;71752
District of Columbia;2015;2;72868
District of Columbia;2015;3;74533
District of Columbia;2015;4;76077
District of Columbia;2016;1;76696
District of Columbia;2016;2;78380
District of Columbia;2016;3;78973
District of Columbia;2016;4;80339
District of Columbia;2017;1;80107
District of Columbia;2017;2;82099
District of Columbia;2017;3;83172
District of Columbia;2017;4;83726
District of Columbia;2018;1;84758
District of Columbia;2018;2;86050
District of Columbia;2018;3;86463
District of Columbia;2018;4;87695
District of Columbia;2019;1;88238
District of Columbia;2019;2;88833
District of Columbia;2019;3;90209
District of Columbia;2019;4;90784
District of Columbia;2020;1;91565
District of Columbia;2020;2;91764
District of Columbia;2020;3;92833
District of Columbia;2020;4;94883
District of Columbia;2021;1;95887
District of Columbia;2021;2;99903
District of Columbia;2021;3;102288
District of Columbia;2021;4;103187
District of Columbia;2022;1;105757
District of Columbia;2022;2;109764
District of Columbia;2022;3;108809
District of Columbia;2022;4;106225
District of Columbia;2023;1;104455
District of Columbia;2023;2;104550
District of Columbia;2023;3;105523
District of Columbia;2023;4;104017
District of Columbia;2024;1;105422
District of Columbia;2024;2;109531
District of Columbia;2024;3;106782
Delaware;1975;1;7705
Delaware;1975;2;8965
Delaware;1975;3;11573
Delaware;1975;4;7166
Delaware;1976;1;7954
Delaware;1976;2;8445
Delaware;1976;3;8087
Delaware;1976;4;8687
Delaware;1977;1;8991
Delaware;1977;2;7783
Delaware;1977;3;8247
Delaware;1977;4;8271
Delaware;1978;1;8521
Delaware;1978;2;8921
Delaware;1978;3;8490
Delaware;1978;4;8359
Delaware;1979;1;8637
Delaware;1979;2;8691
Delaware;1979;3;9499
Delaware;1979;4;9593
Delaware;1980;1;10000
Delaware;1980;2;10692
Delaware;1980;3;10978
Delaware;1980;4;10650
Delaware;1981;1;10916
Delaware;1981;2;10376
Delaware;1981;3;11602
Delaware;1981;4;10734
Delaware;1982;1;10385
Delaware;1982;2;11310
Delaware;1982;3;11323
Delaware;1982;4;11599
Delaware;1983;1;11649
Delaware;1983;2;11889
Delaware;1983;3;12209
Delaware;1983;4;12780
Delaware;1984;1;12522
Delaware;1984;2;12845
Delaware;1984;3;13169
Delaware;1984;4;13367
Delaware;1985;1;13673
Delaware;1985;2;14060
Delaware;1985;3;14311
Delaware;1985;4;14559
Delaware;1986;1;15093
Delaware;1986;2;15439
Delaware;1986;3;15912
Delaware;1986;4;16451
Delaware;1987;1;17098
Delaware;1987;2;17515
Delaware;1987;3;18219
Delaware;1987;4;18703
Delaware;1988;1;18974
Delaware;1988;2;19534
Delaware;1988;3;20102
Delaware;1988;4;20605
Delaware;1989;1;20935
Delaware;1989;2;21607
Delaware;1989;3;22121
Delaware;1989;4;22255
Delaware;1990;1;22595
Delaware;1990;2;22517
Delaware;1990;3;22354
Delaware;1990;4;22347
Delaware;1991;1;22680
Delaware;1991;2;22757
Delaware;1991;3;22761
Delaware;1991;4;23072
Delaware;1992;1;23076
Delaware;1992;2;22918
Delaware;1992;3;23035
Delaware;1992;4;23237
Delaware;1993;1;23104
Delaware;1993;2;23202
Delaware;1993;3;23154
Delaware;1993;4;23223
Delaware;1994;1;23122
Delaware;1994;2;22865
Delaware;1994;3;22627
Delaware;1994;4;22545
Delaware;1995;1;22607
Delaware;1995;2;22695
Delaware;1995;3;23071
Delaware;1995;4;23052
Delaware;1996;1;23348
Delaware;1996;2;23082
Delaware;1996;3;23181
Delaware;1996;4;23384
Delaware;1997;1;23369
Delaware;1997;2;23409
Delaware;1997;3;23611
Delaware;1997;4;23789
Delaware;1998;1;24172
Delaware;1998;2;24248
Delaware;1998;3;24372
Delaware;1998;4;24507
Delaware;1999;1;24890
Delaware;1999;2;25070
Delaware;1999;3;25476
Delaware;1999;4;25611
Delaware;2000;1;26031
Delaware;2000;2;26476
Delaware;2000;3;26986
Delaware;2000;4;27332
Delaware;2001;1;27916
Delaware;2001;2;28394
Delaware;2001;3;28962
Delaware;2001;4;29357
Delaware;2002;1;29865
Delaware;2002;2;30631
Delaware;2002;3;31411
Delaware;2002;4;31919
Delaware;2003;1;32397
Delaware;2003;2;33078
Delaware;2003;3;33837
Delaware;2003;4;35109
Delaware;2004;1;36219
Delaware;2004;2;37019
Delaware;2004;3;39248
Delaware;2004;4;40451
Delaware;2005;1;41577
Delaware;2005;2;43331
Delaware;2005;3;45284
Delaware;2005;4;46240
Delaware;2006;1;47182
Delaware;2006;2;48074
Delaware;2006;3;48546
Delaware;2006;4;49433
Delaware;2007;1;49466
Delaware;2007;2;49814
Delaware;2007;3;49321
Delaware;2007;4;49387
Delaware;2008;1;49054
Delaware;2008;2;48382
Delaware;2008;3;47269
Delaware;2008;4;46732
Delaware;2009;1;46964
Delaware;2009;2;45572
Delaware;2009;3;44499
Delaware;2009;4;44099
Delaware;2010;1;43786
Delaware;2010;2;43318
Delaware;2010;3;43291
Delaware;2010;4;42966
Delaware;2011;1;41919
Delaware;2011;2;40709
Delaware;2011;3;40319
Delaware;2011;4;40826
Delaware;2012;1;40516
Delaware;2012;2;39659
Delaware;2012;3;39954
Delaware;2012;4;40221
Delaware;2013;1;40266
Delaware;2013;2;40283
Delaware;2013;3;40428
Delaware;2013;4;40707
Delaware;2014;1;40619
Delaware;2014;2;40991
Delaware;2014;3;41475
Delaware;2014;4;41328
Delaware;2015;1;42001
Delaware;2015;2;41906
Delaware;2015;3;42190
Delaware;2015;4;42362
Delaware;2016;1;42518
Delaware;2016;2;42850
Delaware;2016;3;43348
Delaware;2016;4;43661
Delaware;2017;1;43525
Delaware;2017;2;43777
Delaware;2017;3;43842
Delaware;2017;4;44258
Delaware;2018;1;44931
Delaware;2018;2;45140
Delaware;2018;3;45363
Delaware;2018;4;45733
Delaware;2019;1;46055
Delaware;2019;2;46793
Delaware;2019;3;47350
Delaware;2019;4;47625
Delaware;2020;1;48261
Delaware;2020;2;48594
Delaware;2020;3;49656
Delaware;2020;4;50383
Delaware;2021;1;51954
Delaware;2021;2;54124
Delaware;2021;3;56706
Delaware;2021;4;58733
Delaware;2022;1;60522
Delaware;2022;2;64110
Delaware;2022;3;64694
Delaware;2022;4;64970
Delaware;2023;1;66217
Delaware;2023;2;67061
Delaware;2023;3;69242
Delaware;2023;4;69737
Delaware;2024;1;71658
Delaware;2024;2;72620
Delaware;2024;3;73846
Florida;1975;1;6594
Florida;1975;2;8331
Florida;1975;3;6676
Florida;1975;4;6819
Florida;1976;1;6796
Florida;1976;2;7599
Florida;1976;3;6899
Florida;1976;4;7032
Florida;1977;1;7095
Florida;1977;2;7897
Florida;1977;3;7261
Florida;1977;4;7475
Florida;1978;1;7830
Florida;1978;2;8334
Florida;1978;3;8304
Florida;1978;4;8456
Florida;1979;1;8971
Florida;1979;2;9240
Florida;1979;3;9378
Florida;1979;4;9790
Florida;1980;1;10000
Florida;1980;2;9962
Florida;1980;3;10584
Florida;1980;4;10863
Florida;1981;1;11001
Florida;1981;2;11217
Florida;1981;3;10811
Florida;1981;4;10468
Florida;1982;1;11273
Florida;1982;2;11446
Florida;1982;3;10442
Florida;1982;4;11265
Florida;1983;1;12131
Florida;1983;2;12367
Florida;1983;3;12414
Florida;1983;4;12448
Florida;1984;1;12569
Florida;1984;2;12677
Florida;1984;3;12807
Florida;1984;4;12637
Florida;1985;1;12781
Florida;1985;2;12818
Florida;1985;3;12803
Florida;1985;4;12973
Florida;1986;1;13118
Florida;1986;2;13463
Florida;1986;3;13557
Florida;1986;4;13574
Florida;1987;1;13641
Florida;1987;2;13857
Florida;1987;3;13880
Florida;1987;4;13979
Florida;1988;1;14125
Florida;1988;2;14423
Florida;1988;3;14534
Florida;1988;4;14655
Florida;1989;1;14769
Florida;1989;2;14865
Florida;1989;3;15112
Florida;1989;4;15225
Florida;1990;1;15299
Florida;1990;2;15246
Florida;1990;3;15338
Florida;1990;4;15283
Florida;1991;1;15455
Florida;1991;2;15501
Florida;1991;3;15478
Florida;1991;4;15745
Florida;1992;1;15932
Florida;1992;2;15791
Florida;1992;3;16057
Florida;1992;4;16063
Florida;1993;1;16087
Florida;1993;2;16259
Florida;1993;3;16392
Florida;1993;4;16551
Florida;1994;1;16530
Florida;1994;2;16418
Florida;1994;3;16441
Florida;1994;4;16440
Florida;1995;1;16496
Florida;1995;2;16722
Florida;1995;3;17038
Florida;1995;4;17172
Florida;1996;1;17354
Florida;1996;2;17248
Florida;1996;3;17305
Florida;1996;4;17399
Florida;1997;1;17594
Florida;1997;2;17592
Florida;1997;3;17822
Florida;1997;4;18129
Florida;1998;1;18480
Florida;1998;2;18460
Florida;1998;3;18698
Florida;1998;4;18972
Florida;1999;1;19082
Florida;1999;2;19231
Florida;1999;3;19459
Florida;1999;4;19693
Florida;2000;1;20083
Florida;2000;2;20441
Florida;2000;3;20872
Florida;2000;4;21308
Florida;2001;1;21924
Florida;2001;2;22477
Florida;2001;3;22992
Florida;2001;4;23548
Florida;2002;1;24015
Florida;2002;2;24748
Florida;2002;3;25447
Florida;2002;4;26025
Florida;2003;1;26580
Florida;2003;2;27221
Florida;2003;3;27876
Florida;2003;4;29172
Florida;2004;1;30060
Florida;2004;2;31474
Florida;2004;3;33447
Florida;2004;4;34980
Florida;2005;1;36846
Florida;2005;2;39609
Florida;2005;3;42368
Florida;2005;4;44599
Florida;2006;1;46349
Florida;2006;2;47335
Florida;2006;3;47682
Florida;2006;4;48014
Florida;2007;1;47728
Florida;2007;2;47101
Florida;2007;3;45417
Florida;2007;4;44275
Florida;2008;1;42494
Florida;2008;2;39560
Florida;2008;3;36340
Florida;2008;4;34492
Florida;2009;1;35055
Florida;2009;2;33263
Florida;2009;3;31352
Florida;2009;4;30561
Florida;2010;1;29982
Florida;2010;2;29146
Florida;2010;3;29492
Florida;2010;4;28959
Florida;2011;1;27579
Florida;2011;2;26735
Florida;2011;3;27022
Florida;2011;4;27261
Florida;2012;1;26723
Florida;2012;2;26531
Florida;2012;3;27163
Florida;2012;4;27539
