place_name;yr;period;index_nsa
Montana;1980;1;10000
Montana;1980;2;9430
Montana;1980;3;10766
Montana;1980;4;10133
Montana;1981;1;9476
Montana;1981;2;10115
Montana;1981;3;11333
Montana;1981;4;9939
Montana;1982;1;10430
Montana;1982;2;11277
Montana;1982;3;9990
Montana;1982;4;11235
Montana;1983;1;9812
Montana;1983;2;10408
Montana;1983;3;10949
Montana;1983;4;11360
Montana;1984;1;12228
Montana;1984;2;11971
Montana;1984;3;11494
Montana;1984;4;11136
Montana;1985;1;11498
Montana;1985;2;10928
Montana;1985;3;11515
Montana;1985;4;11780
Montana;1986;1;11659
Montana;1986;2;11359
Montana;1986;3;11443
Montana;1986;4;11489
Montana;1987;1;10960
Montana;1987;2;11198
Montana;1987;3;10999
Montana;1987;4;10435
Montana;1988;1;10888
Montana;1988;2;10972
Montana;1988;3;11292
Montana;1988;4;11240
Montana;1989;1;11039
Montana;1989;2;11135
Montana;1989;3;11399
Montana;1989;4;11542
Montana;1990;1;11389
Montana;1990;2;11578
Montana;1990;3;12054
Montana;1990;4;12104
Montana;1991;1;11908
Montana;1991;2;12307
Montana;1991;3;12500
Montana;1991;4;12962
Montana;1992;1;13156
Montana;1992;2;13370
Montana;1992;3;13742
Montana;1992;4;14184
Montana;1993;1;14441
Montana;1993;2;14842
Montana;1993;3;15093
Montana;1993;4;15606
Montana;1994;1;15841
Montana;1994;2;16508
Montana;1994;3;16909
Montana;1994;4;17030
Montana;1995;1;17195
Montana;1995;2;17586
Montana;1995;3;17960
Montana;1995;4;18059
Montana;1996;1;18323
Montana;1996;2;18527
Montana;1996;3;18747
Montana;1996;4;18831
Montana;1997;1;18893
Montana;1997;2;18961
Montana;1997;3;19209
Montana;1997;4;19554
Montana;1998;1;19697
Montana;1998;2;19666
Montana;1998;3;19845
Montana;1998;4;20055
Montana;1999;1;20045
Montana;1999;2;20259
Montana;1999;3;20502
Montana;1999;4;20465
Montana;2000;1;20731
Montana;2000;2;20887
Montana;2000;3;21207
Montana;2000;4;21508
Montana;2001;1;21937
Montana;2001;2;22194
Montana;2001;3;22402
Montana;2001;4;22560
Montana;2002;1;23057
Montana;2002;2;23260
Montana;2002;3;23705
Montana;2002;4;23932
Montana;2003;1;24186
Montana;2003;2;24679
Montana;2003;3;25230
Montana;2003;4;25890
Montana;2004;1;26336
Montana;2004;2;26985
Montana;2004;3;27931
Montana;2004;4;28578
Montana;2005;1;29290
Montana;2005;2;30459
Montana;2005;3;31366
Montana;2005;4;32408
Montana;2006;1;33056
Montana;2006;2;34087
Montana;2006;3;34930
Montana;2006;4;35602
Montana;2007;1;36278
Montana;2007;2;36772
Montana;2007;3;37134
Montana;2007;4;37378
Montana;2008;1;37759
Montana;2008;2;37537
Montana;2008;3;36939
Montana;2008;4;37303
Montana;2009;1;37468
Montana;2009;2;36980
Montana;2009;3;36109
Montana;2009;4;35865
Montana;2010;1;35179
Montana;2010;2;34808
Montana;2010;3;35279
Montana;2010;4;35145
Montana;2011;1;34074
Montana;2011;2;33962
Montana;2011;3;34094
Montana;2011;4;34264
Montana;2012;1;34437
Montana;2012;2;34379
Montana;2012;3;34692
Montana;2012;4;35171
Montana;2013;1;35488
Montana;2013;2;35743
Montana;2013;3;36233
Montana;2013;4;36323
Montana;2014;1;36726
Montana;2014;2;36952
Montana;2014;3;37774
Montana;2014;4;37995
Montana;2015;1;38228
Montana;2015;2;38828
Montana;2015;3;39139
Montana;2015;4;39546
Montana;2016;1;39900
Montana;2016;2;40115
Montana;2016;3;40733
Montana;2016;4;40958
Montana;2017;1;41703
Montana;2017;2;42073
Montana;2017;3;42920
Montana;2017;4;43094
Montana;2018;1;43816
Montana;2018;2;44696
Montana;2018;3;45199
Montana;2018;4;45721
Montana;2019;1;45969
Montana;2019;2;46907
Montana;2019;3;47569
Montana;2019;4;48203
Montana;2020;1;48872
Montana;2020;2;48968
Montana;2020;3;50346
Montana;2020;4;52011
Montana;2021;1;53688
Montana;2021;2;57994
Montana;2021;3;62224
Montana;2021;4;65100
Montana;2022;1;67818
Montana;2022;2;72867
Montana;2022;3;74203
Montana;2022;4;74528
Montana;2023;1;74371
Montana;2023;2;77529
Montana;2023;3;77590
Montana;2023;4;77987
Montana;2024;1;78474
Montana;2024;2;81468
Montana;2024;3;81833
North Carolina;1975;1;6603
North Carolina;1975;2;6718
North Carolina;1975;3;6909
North Carolina;1975;4;7060
North Carolina;1976;1;6872
North Carolina;1976;2;6994
North Carolina;1976;3;7082
North Carolina;1976;4;7083
North Carolina;1977;1;7506
North Carolina;1977;2;7414
North Carolina;1977;3;7680
North Carolina;1977;4;8129
North Carolina;1978;1;8301
North Carolina;1978;2;8316
North Carolina;1978;3;8686
North Carolina;1978;4;8725
North Carolina;1979;1;9010
North Carolina;1979;2;9174
North Carolina;1979;3;9622
North Carolina;1979;4;9625
North Carolina;1980;1;10000
North Carolina;1980;2;9883
North Carolina;1980;3;10126
North Carolina;1980;4;10255
North Carolina;1981;1;10625
North Carolina;1981;2;10609
North Carolina;1981;3;10601
North Carolina;1981;4;10454
North Carolina;1982;1;10668
North Carolina;1982;2;10967
North Carolina;1982;3;10749
North Carolina;1982;4;11214
North Carolina;1983;1;11297
North Carolina;1983;2;11141
North Carolina;1983;3;11418
North Carolina;1983;4;11553
North Carolina;1984;1;11825
North Carolina;1984;2;12243
North Carolina;1984;3;12176
North Carolina;1984;4;12509
North Carolina;1985;1;12792
North Carolina;1985;2;13033
North Carolina;1985;3;13317
North Carolina;1985;4;13498
North Carolina;1986;1;13611
North Carolina;1986;2;13880
North Carolina;1986;3;14125
North Carolina;1986;4;14300
North Carolina;1987;1;14574
North Carolina;1987;2;14729
North Carolina;1987;3;14979
North Carolina;1987;4;15076
North Carolina;1988;1;15190
North Carolina;1988;2;15427
North Carolina;1988;3;15584
North Carolina;1988;4;15640
North Carolina;1989;1;15694
North Carolina;1989;2;15777
North Carolina;1989;3;16055
North Carolina;1989;4;16104
North Carolina;1990;1;16130
North Carolina;1990;2;16175
North Carolina;1990;3;16324
North Carolina;1990;4;16313
North Carolina;1991;1;16409
North Carolina;1991;2;16529
North Carolina;1991;3;16566
North Carolina;1991;4;16796
North Carolina;1992;1;16907
North Carolina;1992;2;16940
North Carolina;1992;3;17147
North Carolina;1992;4;17225
North Carolina;1993;1;17269
North Carolina;1993;2;17420
North Carolina;1993;3;17602
North Carolina;1993;4;17745
North Carolina;1994;1;17908
North Carolina;1994;2;18191
North Carolina;1994;3;18434
North Carolina;1994;4;18653
North Carolina;1995;1;18800
North Carolina;1995;2;19073
North Carolina;1995;3;19391
North Carolina;1995;4;19577
North Carolina;1996;1;19811
North Carolina;1996;2;19983
North Carolina;1996;3;20226
North Carolina;1996;4;20385
North Carolina;1997;1;20639
North Carolina;1997;2;20900
North Carolina;1997;3;21183
North Carolina;1997;4;21486
North Carolina;1998;1;21764
North Carolina;1998;2;21913
North Carolina;1998;3;22239
North Carolina;1998;4;22449
North Carolina;1999;1;22642
North Carolina;1999;2;22879
North Carolina;1999;3;23013
North Carolina;1999;4;23121
North Carolina;2000;1;23325
North Carolina;2000;2;23621
North Carolina;2000;3;23922
North Carolina;2000;4;24181
North Carolina;2001;1;24711
North Carolina;2001;2;24928
North Carolina;2001;3;25127
North Carolina;2001;4;25357
North Carolina;2002;1;25511
North Carolina;2002;2;25620
North Carolina;2002;3;25975
North Carolina;2002;4;26149
North Carolina;2003;1;26366
North Carolina;2003;2;26539
North Carolina;2003;3;26673
North Carolina;2003;4;26912
North Carolina;2004;1;27217
North Carolina;2004;2;27469
North Carolina;2004;3;27754
North Carolina;2004;4;28231
North Carolina;2005;1;28684
North Carolina;2005;2;29062
North Carolina;2005;3;29718
North Carolina;2005;4;30348
North Carolina;2006;1;30840
North Carolina;2006;2;31259
North Carolina;2006;3;31789
North Carolina;2006;4;32372
North Carolina;2007;1;32881
North Carolina;2007;2;33192
North Carolina;2007;3;33324
North Carolina;2007;4;33580
North Carolina;2008;1;33866
North Carolina;2008;2;33800
North Carolina;2008;3;33401
North Carolina;2008;4;33380
North Carolina;2009;1;33764
North Carolina;2009;2;33191
North Carolina;2009;3;32417
North Carolina;2009;4;32036
North Carolina;2010;1;31508
North Carolina;2010;2;31248
North Carolina;2010;3;31454
North Carolina;2010;4;31283
North Carolina;2011;1;30582
North Carolina;2011;2;29966
North Carolina;2011;3;30112
North Carolina;2011;4;30226
North Carolina;2012;1;29802
North Carolina;2012;2;29444
North Carolina;2012;3;29746
North Carolina;2012;4;29873
North Carolina;2013;1;29810
North Carolina;2013;2;29959
North Carolina;2013;3;30024
North Carolina;2013;4;29940
North Carolina;2014;1;30103
North Carolina;2014;2;30507
North Carolina;2014;3;30807
North Carolina;2014;4;30922
North Carolina;2015;1;31418
North Carolina;2015;2;31783
North Carolina;2015;3;32037
North Carolina;2015;4;32311
North Carolina;2016;1;32707
North Carolina;2016;2;33200
North Carolina;2016;3;33864
North Carolina;2016;4;34021
North Carolina;2017;1;34155
North Carolina;2017;2;35172
North Carolina;2017;3;35655
North Carolina;2017;4;35830
North Carolina;2018;1;36475
North Carolina;2018;2;37301
North Carolina;2018;3;37786
North Carolina;2018;4;38046
North Carolina;2019;1;38645
North Carolina;2019;2;39331
North Carolina;2019;3;39791
North Carolina;2019;4;40299
North Carolina;2020;1;40898
North Carolina;2020;2;41250
North Carolina;2020;3;42034
North Carolina;2020;4;43066
North Carolina;2021;1;44153
North Carolina;2021;2;46773
North Carolina;2021;3;49908
North Carolina;2021;4;52170
North Carolina;2022;1;54712
North Carolina;2022;2;59161
North Carolina;2022;3;61060
North Carolina;2022;4;60842
North Carolina;2023;1;61619
North Carolina;2023;2;63477
North Carolina;2023;3;64942
North Carolina;2023;4;65007
North Carolina;2024;1;65945
North Carolina;2024;2;67565
North Carolina;2024;3;68074
North Dakota;1975;1;6754
North Dakota;1975;2;6004
North Dakota;1975;3;6588
North Dakota;1975;4;6290
North Dakota;1976;1;7464
North Dakota;1976;2;7233
North Dakota;1976;3;7107
North Dakota;1976;4;7324
North Dakota;1977;1;8171
North Dakota;1977;2;8497
North Dakota;1977;3;7955
North Dakota;1977;4;7772
North Dakota;1978;1;8802
North Dakota;1978;2;8339
North Dakota;1978;3;8960
North Dakota;1978;4;8540
North Dakota;1979;1;9953
North Dakota;1979;2;9875
North Dakota;1979;3;9734
North Dakota;1979;4;9937
North Dakota;1980;1;10000
North Dakota;1980;2;10610
North Dakota;1980;3;9929
North Dakota;1980;4;9545
North Dakota;1981;1;10499
North Dakota;1981;2;9796
North Dakota;1981;3;11623
North Dakota;1981;4;10990
North Dakota;1982;1;9909
North Dakota;1982;2;8342
North Dakota;1982;3;7300
North Dakota;1982;4;9955
North Dakota;1983;1;9924
North Dakota;1983;2;10657
North Dakota;1983;3;8923
North Dakota;1983;4;10692
North Dakota;1984;1;11810
North Dakota;1984;2;11255
North Dakota;1984;3;11463
North Dakota;1984;4;10926
North Dakota;1985;1;10927
North Dakota;1985;2;10995
North Dakota;1985;3;11368
North Dakota;1985;4;10838
North Dakota;1986;1;11277
North Dakota;1986;2;11190
North Dakota;1986;3;11135
North Dakota;1986;4;10926
North Dakota;1987;1;11284
North Dakota;1987;2;11035
North Dakota;1987;3;11045
North Dakota;1987;4;11008
North Dakota;1988;1;10728
North Dakota;1988;2;10902
North Dakota;1988;3;10959
North Dakota;1988;4;10491
North Dakota;1989;1;10869
North Dakota;1989;2;10791
North Dakota;1989;3;11040
North Dakota;1989;4;11135
North Dakota;1990;1;11084
North Dakota;1990;2;11060
North Dakota;1990;3;11206
North Dakota;1990;4;11079
North Dakota;1991;1;11285
North Dakota;1991;2;11396
North Dakota;1991;3;11428
North Dakota;1991;4;11532
North Dakota;1992;1;11763
North Dakota;1992;2;11785
North Dakota;1992;3;11917
North Dakota;1992;4;12026
North Dakota;1993;1;12091
North Dakota;1993;2;12381
North Dakota;1993;3;12613
North Dakota;1993;4;12690
North Dakota;1994;1;12847
North Dakota;1994;2;13216
North Dakota;1994;3;13381
North Dakota;1994;4;13411
North Dakota;1995;1;13661
North Dakota;1995;2;13785
North Dakota;1995;3;13955
North Dakota;1995;4;14049
North Dakota;1996;1;14384
North Dakota;1996;2;14253
North Dakota;1996;3;14479
North Dakota;1996;4;14478
North Dakota;1997;1;14542
North Dakota;1997;2;14582
North Dakota;1997;3;14825
North Dakota;1997;4;15039
North Dakota;1998;1;15288
North Dakota;1998;2;15413
North Dakota;1998;3;15608
North Dakota;1998;4;15683
North Dakota;1999;1;15711
North Dakota;1999;2;15769
North Dakota;1999;3;15807
North Dakota;1999;4;15685
North Dakota;2000;1;15846
North Dakota;2000;2;15966
North Dakota;2000;3;16136
North Dakota;2000;4;16258
North Dakota;2001;1;16674
North Dakota;2001;2;16789
North Dakota;2001;3;16919
North Dakota;2001;4;17053
North Dakota;2002;1;17256
North Dakota;2002;2;17407
North Dakota;2002;3;17794
North Dakota;2002;4;17984
North Dakota;2003;1;18102
North Dakota;2003;2;18384
North Dakota;2003;3;18640
North Dakota;2003;4;18991
North Dakota;2004;1;19197
North Dakota;2004;2;19500
North Dakota;2004;3;20114
North Dakota;2004;4;20510
North Dakota;2005;1;20633
North Dakota;2005;2;21275
North Dakota;2005;3;21772
North Dakota;2005;4;22046
North Dakota;2006;1;22131
North Dakota;2006;2;22794
North Dakota;2006;3;23062
North Dakota;2006;4;23121
North Dakota;2007;1;23608
North Dakota;2007;2;23857
North Dakota;2007;3;24026
North Dakota;2007;4;24097
North Dakota;2008;1;24518
North Dakota;2008;2;24629
North Dakota;2008;3;24637
North Dakota;2008;4;24842
North Dakota;2009;1;25006
North Dakota;2009;2;24987
North Dakota;2009;3;24954
North Dakota;2009;4;25161
North Dakota;2010;1;25158
North Dakota;2010;2;25150
North Dakota;2010;3;25369
North Dakota;2010;4;25648
North Dakota;2011;1;25800
North Dakota;2011;2;26164
North Dakota;2011;3;26440
North Dakota;2011;4;26693
North Dakota;2012;1;26888
North Dakota;2012;2;27630
North Dakota;2012;3;28097
North Dakota;2012;4;28838
North Dakota;2013;1;29307
North Dakota;2013;2;29978
North Dakota;2013;3;31071
North Dakota;2013;4;31514
North Dakota;2014;1;31816
North Dakota;2014;2;32254
North Dakota;2014;3;33044
North Dakota;2014;4;33535
North Dakota;2015;1;33876
North Dakota;2015;2;34145
North Dakota;2015;3;34806
North Dakota;2015;4;34857
North Dakota;2016;1;34901
North Dakota;2016;2;35107
North Dakota;2016;3;35490
North Dakota;2016;4;35442
North Dakota;2017;1;35622
North Dakota;2017;2;35518
North Dakota;2017;3;35937
North Dakota;2017;4;35775
North Dakota;2018;1;35903
North Dakota;2018;2;36086
North Dakota;2018;3;36069
North Dakota;2018;4;36244
North Dakota;2019;1;36472
North Dakota;2019;2;36979
North Dakota;2019;3;37268
North Dakota;2019;4;37432
North Dakota;2020;1;37586
North Dakota;2020;2;37501
North Dakota;2020;3;38067
North Dakota;2020;4;38536
North Dakota;2021;1;38584
North Dakota;2021;2;39623
North Dakota;2021;3;41142
North Dakota;2021;4;41970
North Dakota;2022;1;42498
North Dakota;2022;2;44713
North Dakota;2022;3;45484
North Dakota;2022;4;45503
North Dakota;2023;1;45482
North Dakota;2023;2;46733
North Dakota;2023;3;47596
North Dakota;2023;4;47549
North Dakota;2024;1;47916
North Dakota;2024;2;48575
North Dakota;2024;3;49761
Nebraska;1975;1;6361
Nebraska;1975;2;6263
Nebraska;1975;3;6158
Nebraska;1975;4;6787
Nebraska;1976;1;6728
Nebraska;1976;2;6731
Nebraska;1976;3;6813
Nebraska;1976;4;7048
Nebraska;1977;1;7233
Nebraska;1977;2;7421
Nebraska;1977;3;7834
Nebraska;1977;4;7988
Nebraska;1978;1;7888
Nebraska;1978;2;8572
Nebraska;1978;3;8656
Nebraska;1978;4;8737
Nebraska;1979;1;9278
Nebraska;1979;2;9424
Nebraska;1979;3;9720
Nebraska;1979;4;9839
Nebraska;1980;1;10000
Nebraska;1980;2;10351
Nebraska;1980;3;10184
Nebraska;1980;4;10594
Nebraska;1981;1;10146
Nebraska;1981;2;10274
Nebraska;1981;3;10050
Nebraska;1981;4;10005
Nebraska;1982;1;10632
Nebraska;1982;2;10726
Nebraska;1982;3;10932
Nebraska;1982;4;10890
Nebraska;1983;1;10893
Nebraska;1983;2;10927
Nebraska;1983;3;11148
Nebraska;1983;4;11208
Nebraska;1984;1;11045
Nebraska;1984;2;11290
Nebraska;1984;3;11239
Nebraska;1984;4;11151
Nebraska;1985;1;11158
Nebraska;1985;2;11307
Nebraska;1985;3;11324
Nebraska;1985;4;11426
Nebraska;1986;1;11554
Nebraska;1986;2;11566
Nebraska;1986;3;11567
Nebraska;1986;4;11715
Nebraska;1987;1;11761
Nebraska;1987;2;11700
Nebraska;1987;3;11560
Nebraska;1987;4;11617
Nebraska;1988;1;11720
Nebraska;1988;2;11787
Nebraska;1988;3;11868
Nebraska;1988;4;11837
Nebraska;1989;1;11960
Nebraska;1989;2;12077
Nebraska;1989;3;12199
Nebraska;1989;4;12285
Nebraska;1990;1;12381
Nebraska;1990;2;12582
Nebraska;1990;3;12696
Nebraska;1990;4;12712
Nebraska;1991;1;12831
Nebraska;1991;2;12970
Nebraska;1991;3;13086
Nebraska;1991;4;13163
Nebraska;1992;1;13337
Nebraska;1992;2;13518
Nebraska;1992;3;13726
Nebraska;1992;4;13826
Nebraska;1993;1;13950
Nebraska;1993;2;14122
Nebraska;1993;3;14343
Nebraska;1993;4;14565
Nebraska;1994;1;14754
Nebraska;1994;2;15233
Nebraska;1994;3;15589
Nebraska;1994;4;15583
Nebraska;1995;1;15786
Nebraska;1995;2;16080
Nebraska;1995;3;16314
Nebraska;1995;4;16418
Nebraska;1996;1;16613
Nebraska;1996;2;16962
Nebraska;1996;3;17209
Nebraska;1996;4;17305
Nebraska;1997;1;17466
Nebraska;1997;2;17804
Nebraska;1997;3;18024
Nebraska;1997;4;18260
Nebraska;1998;1;18423
Nebraska;1998;2;18542
Nebraska;1998;3;18819
Nebraska;1998;4;19043
Nebraska;1999;1;19182
Nebraska;1999;2;19542
Nebraska;1999;3;19623
Nebraska;1999;4;19749
Nebraska;2000;1;19867
Nebraska;2000;2;20144
Nebraska;2000;3;20332
Nebraska;2000;4;20480
Nebraska;2001;1;20747
Nebraska;2001;2;20975
Nebraska;2001;3;21153
Nebraska;2001;4;21326
Nebraska;2002;1;21493
Nebraska;2002;2;21631
Nebraska;2002;3;21838
Nebraska;2002;4;21981
Nebraska;2003;1;22098
Nebraska;2003;2;22221
Nebraska;2003;3;22463
Nebraska;2003;4;22826
Nebraska;2004;1;22942
Nebraska;2004;2;23269
Nebraska;2004;3;23735
Nebraska;2004;4;23929
Nebraska;2005;1;24092
Nebraska;2005;2;24440
Nebraska;2005;3;24789
Nebraska;2005;4;24712
Nebraska;2006;1;24718
Nebraska;2006;2;24962
Nebraska;2006;3;25069
Nebraska;2006;4;25090
Nebraska;2007;1;25188
Nebraska;2007;2;25371
Nebraska;2007;3;25269
Nebraska;2007;4;25220
Nebraska;2008;1;25414
Nebraska;2008;2;25220
Nebraska;2008;3;24994
Nebraska;2008;4;25119
Nebraska;2009;1;25324
Nebraska;2009;2;25213
Nebraska;2009;3;24962
Nebraska;2009;4;24949
Nebraska;2010;1;24721
Nebraska;2010;2;24896
Nebraska;2010;3;25126
Nebraska;2010;4;24988
Nebraska;2011;1;24777
Nebraska;2011;2;24683
Nebraska;2011;3;24932
Nebraska;2011;4;25093
Nebraska;2012;1;25060
Nebraska;2012;2;25096
Nebraska;2012;3;25213
Nebraska;2012;4;25344
Nebraska;2013;1;25486
Nebraska;2013;2;25759
Nebraska;2013;3;25894
Nebraska;2013;4;26050
Nebraska;2014;1;26080
Nebraska;2014;2;26635
Nebraska;2014;3;26891
Nebraska;2014;4;27053
Nebraska;2015;1;27237
Nebraska;2015;2;27708
Nebraska;2015;3;28173
Nebraska;2015;4;28280
Nebraska;2016;1;28248
Nebraska;2016;2;28838
Nebraska;2016;3;29380
Nebraska;2016;4;29464
Nebraska;2017;1;29815
Nebraska;2017;2;30661
Nebraska;2017;3;31014
Nebraska;2017;4;31192
Nebraska;2018;1;31513
Nebraska;2018;2;32187
Nebraska;2018;3;32690
Nebraska;2018;4;32744
Nebraska;2019;1;33185
Nebraska;2019;2;33898
Nebraska;2019;3;34218
Nebraska;2019;4;34417
Nebraska;2020;1;34839
Nebraska;2020;2;35110
Nebraska;2020;3;35574
Nebraska;2020;4;36294
Nebraska;2021;1;36924
Nebraska;2021;2;39093
Nebraska;2021;3;41008
Nebraska;2021;4;41932
Nebraska;2022;1;42969
Nebraska;2022;2;46173
Nebraska;2022;3;46707
Nebraska;2022;4;46443
Nebraska;2023;1;47492
Nebraska;2023;2;49349
Nebraska;2023;3;50025
Nebraska;2023;4;49489
Nebraska;2024;1;50396
Nebraska;2024;2;52046
Nebraska;2024;3;51985
New Hampshire;1975;1;6831
New Hampshire;1975;2;5532
New Hampshire;1975;3;10734
New Hampshire;1975;4;5539
New Hampshire;1976;1;7259
New Hampshire;1976;2;6263
New Hampshire;1976;3;6543
New Hampshire;1976;4;6956
New Hampshire;1977;1;7156
New Hampshire;1977;2;6731
New Hampshire;1977;3;7092
New Hampshire;1977;4;7565
New Hampshire;1978;1;7570
New Hampshire;1978;2;7623
New Hampshire;1978;3;8549
New Hampshire;1978;4;8544
New Hampshire;1979;1;8929
New Hampshire;1979;2;9447
New Hampshire;1979;3;9603
New Hampshire;1979;4;9661
New Hampshire;1980;1;10000
New Hampshire;1980;2;9826
New Hampshire;1980;3;10242
New Hampshire;1980;4;9886
New Hampshire;1981;1;9828
New Hampshire;1981;2;10088
New Hampshire;1981;3;10001
New Hampshire;1981;4;10679
New Hampshire;1982;1;10650
New Hampshire;1982;2;10576
New Hampshire;1982;3;10779
New Hampshire;1982;4;10700
New Hampshire;1983;1;10936
New Hampshire;1983;2;11241
New Hampshire;1983;3;11614
New Hampshire;1983;4;11810
New Hampshire;1984;1;12243
New Hampshire;1984;2;12798
New Hampshire;1984;3;13382
New Hampshire;1984;4;13781
New Hampshire;1985;1;14210
New Hampshire;1985;2;15249
New Hampshire;1985;3;16017
New Hampshire;1985;4;17058
New Hampshire;1986;1;17864
New Hampshire;1986;2;18702
New Hampshire;1986;3;19577
New Hampshire;1986;4;20681
New Hampshire;1987;1;21229
New Hampshire;1987;2;22128
New Hampshire;1987;3;22346
New Hampshire;1987;4;22792
New Hampshire;1988;1;22707
New Hampshire;1988;2;22988
New Hampshire;1988;3;22983
New Hampshire;1988;4;22952
New Hampshire;1989;1;23001
New Hampshire;1989;2;22665
New Hampshire;1989;3;23060
New Hampshire;1989;4;23086
New Hampshire;1990;1;22619
New Hampshire;1990;2;21669
New Hampshire;1990;3;21175
New Hampshire;1990;4;20457
New Hampshire;1991;1;20183
New Hampshire;1991;2;19876
New Hampshire;1991;3;19451
New Hampshire;1991;4;19487
New Hampshire;1992;1;19496
New Hampshire;1992;2;19071
New Hampshire;1992;3;18976
New Hampshire;1992;4;18995
New Hampshire;1993;1;18820
New Hampshire;1993;2;19041
New Hampshire;1993;3;19069
New Hampshire;1993;4;19130
New Hampshire;1994;1;19178
New Hampshire;1994;2;18843
New Hampshire;1994;3;18567
New Hampshire;1994;4;18511
New Hampshire;1995;1;18585
New Hampshire;1995;2;18837
New Hampshire;1995;3;19233
New Hampshire;1995;4;19488
New Hampshire;1996;1;19579
New Hampshire;1996;2;19498
New Hampshire;1996;3;19754
New Hampshire;1996;4;19861
New Hampshire;1997;1;20003
New Hampshire;1997;2;20269
New Hampshire;1997;3;20521
New Hampshire;1997;4;20824
New Hampshire;1998;1;21127
New Hampshire;1998;2;21539
New Hampshire;1998;3;21924
New Hampshire;1998;4;22313
New Hampshire;1999;1;22639
New Hampshire;1999;2;23296
New Hampshire;1999;3;24030
New Hampshire;1999;4;24482
New Hampshire;2000;1;25423
New Hampshire;2000;2;26307
New Hampshire;2000;3;27280
New Hampshire;2000;4;28030
New Hampshire;2001;1;28661
New Hampshire;2001;2;29642
New Hampshire;2001;3;30682
New Hampshire;2001;4;31226
New Hampshire;2002;1;32072
New Hampshire;2002;2;33212
New Hampshire;2002;3;34246
New Hampshire;2002;4;35019
New Hampshire;2003;1;35564
New Hampshire;2003;2;36119
New Hampshire;2003;3;37054
New Hampshire;2003;4;38517
New Hampshire;2004;1;39085
New Hampshire;2004;2;40134
New Hampshire;2004;3;41904
New Hampshire;2004;4;42730
New Hampshire;2005;1;43855
New Hampshire;2005;2;44902
New Hampshire;2005;3;45982
New Hampshire;2005;4;46518
New Hampshire;2006;1;46882
New Hampshire;2006;2;46607
New Hampshire;2006;3;46418
New Hampshire;2006;4;46726
New Hampshire;2007;1;46598
New Hampshire;2007;2;46281
New Hampshire;2007;3;45531
New Hampshire;2007;4;45483
New Hampshire;2008;1;45508
New Hampshire;2008;2;44336
New Hampshire;2008;3;42804
New Hampshire;2008;4;42628
New Hampshire;2009;1;42779
New Hampshire;2009;2;41549
New Hampshire;2009;3;40231
New Hampshire;2009;4;39987
New Hampshire;2010;1;39609
New Hampshire;2010;2;39339
New Hampshire;2010;3;39780
New Hampshire;2010;4;39553
New Hampshire;2011;1;38663
New Hampshire;2011;2;37981
New Hampshire;2011;3;38194
New Hampshire;2011;4;38370
New Hampshire;2012;1;37826
New Hampshire;2012;2;37505
New Hampshire;2012;3;37710
New Hampshire;2012;4;37839
New Hampshire;2013;1;37725
New Hampshire;2013;2;37799
New Hampshire;2013;3;38239
New Hampshire;2013;4;38243
New Hampshire;2014;1;38642
New Hampshire;2014;2;38908
New Hampshire;2014;3;39513
New Hampshire;2014;4;39680
New Hampshire;2015;1;40021
New Hampshire;2015;2;40666
New Hampshire;2015;3;41151
New Hampshire;2015;4;41195
New Hampshire;2016;1;41536
New Hampshire;2016;2;42093
New Hampshire;2016;3;42833
New Hampshire;2016;4;43072
New Hampshire;2017;1;43339
New Hampshire;2017;2;44344
New Hampshire;2017;3;45122
New Hampshire;2017;4;45467
New Hampshire;2018;1;46133
New Hampshire;2018;2;47052
New Hampshire;2018;3;47735
New Hampshire;2018;4;47947
New Hampshire;2019;1;48443
New Hampshire;2019;2;49365
New Hampshire;2019;3;50075
New Hampshire;2019;4;50649
New Hampshire;2020;1;51320
New Hampshire;2020;2;52095
New Hampshire;2020;3;53314
New Hampshire;2020;4;54858
New Hampshire;2021;1;56487
New Hampshire;2021;2;59916
New Hampshire;2021;3;63496
New Hampshire;2021;4;65431
New Hampshire;2022;1;67373
New Hampshire;2022;2;72083
New Hampshire;2022;3;73712
New Hampshire;2022;4;73517
New Hampshire;2023;1;74051
New Hampshire;2023;2;78049
New Hampshire;2023;3;80233
New Hampshire;2023;4;80011
New Hampshire;2024;1;81443
New Hampshire;2024;2;85396
New Hampshire;2024;3;86361
New Jersey;1975;1;6477
New Jersey;1975;2;5924
New Jersey;1975;3;6024
New Jersey;1975;4;6305
New Jersey;1976;1;6295
New Jersey;1976;2;6391
New Jersey;1976;3;6594
New Jersey;1976;4;6233
New Jersey;1977;1;6526
New Jersey;1977;2;6535
New Jersey;1977;3;6747
New Jersey;1977;4;6949
New Jersey;1978;1;7126
New Jersey;1978;2;7334
New Jersey;1978;3;7648
New Jersey;1978;4;7965
New Jersey;1979;1;8516
New Jersey;1979;2;8715
New Jersey;1979;3;9168
New Jersey;1979;4;9420
New Jersey;1980;1;10000
New Jersey;1980;2;10164
New Jersey;1980;3;10087
New Jersey;1980;4;10383
New Jersey;1981;1;10429
New Jersey;1981;2;10594
New Jersey;1981;3;10765
New Jersey;1981;4;10593
New Jersey;1982;1;10536
New Jersey;1982;2;10900
New Jersey;1982;3;10922
New Jersey;1982;4;10971
New Jersey;1983;1;11019
New Jersey;1983;2;11380
New Jersey;1983;3;11770
